Iteration Report
Iteration,Op ID,Op Name,Direction,Op Type,Kernel Name,Device ID,GPU Start Time (ns),GPU Duration (ns),API Call Start (ns),API Call Time (ns),Uses TC,Grid X,Grid Y,Grid Z,Block X,Block Y,Block Z,Data Types,Input Shapes,Parameters,Output Shapes,Long Kernel Name
0,"CONV2D_1","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","gemmSN_NN_kernel",0,2836182259,15712,2836176899,4179,no,32,2,36,128,1,1,float32,"<N:32, C:3, H:32, W:32>; <K:6, C:3, R:3, S:3>; <6>","","<N:32, K:6, P:30, Q:30>","void gemmSN_NN_kernel<float, (int)128, (int)2, (int)4, (int)8, (int)3, (int)4, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>>(cublasGemmSmallNParams<T8, T9, T1>)"
0,"CONV2D_1","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","generateWinogradTilesKernel",0,2836092403,2560,2836085792,5911,no,1,2,1,32,4,1,float32,"<N:32, C:3, H:32, W:32>; <K:6, C:3, R:3, S:3>; <6>","","<N:32, K:6, P:30, Q:30>","void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)"
0,"CONV2D_1","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","im2col4d_kernel",0,2835735157,10783,2835726589,8459,no,57,1,1,512,1,1,float32,"<N:32, C:3, H:32, W:32>; <K:6, C:3, R:3, S:3>; <6>","","<N:32, K:6, P:30, Q:30>","void im2col4d_kernel<float, int>(im2col4d_params, cudnnConvolutionStruct, cudnnTensor4dStruct, const T1 *, T1 *, int)"
0,"CONV2D_1","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","implicit_convolve_sgemm",0,2835448822,21951,2835431565,17748,no,900,1,1,8,8,1,float32,"<N:32, C:3, H:32, W:32>; <K:6, C:3, R:3, S:3>; <6>","","<N:32, K:6, P:30, Q:30>","void cudnn::detail::implicit_convolve_sgemm<float, float, (int)128, (int)5, (int)5, (int)3, (int)3, (int)3, (int)1, (bool)1, (bool)0, (bool)1>(int, int, int, const T1 *, int, T2 *, T1 *, kernel_conv_params, int, float, float, int, T2 *, T2 *, int, int)"
0,"CONV2D_1","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","implicit_convolve_sgemm",0,2835523829,21504,2835516336,6868,no,900,1,1,8,8,1,float32,"<N:32, C:3, H:32, W:32>; <K:6, C:3, R:3, S:3>; <6>","","<N:32, K:6, P:30, Q:30>","void cudnn::detail::implicit_convolve_sgemm<float, float, (int)128, (int)5, (int)5, (int)3, (int)3, (int)3, (int)1, (bool)1, (bool)0, (bool)1>(int, int, int, const T1 *, int, T2 *, T1 *, kernel_conv_params, int, float, float, int, T2 *, T2 *, int, int)"
0,"CONV2D_1","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","implicit_convolve_sgemm",0,2836280179,21984,2836271782,7443,no,900,1,1,8,8,1,float32,"<N:32, C:3, H:32, W:32>; <K:6, C:3, R:3, S:3>; <6>","","<N:32, K:6, P:30, Q:30>","void cudnn::detail::implicit_convolve_sgemm<float, float, (int)128, (int)5, (int)5, (int)3, (int)3, (int)3, (int)1, (bool)1, (bool)0, (bool)1>(int, int, int, const T1 *, int, T2 *, T1 *, kernel_conv_params, int, float, float, int, T2 *, T2 *, int, int)"
0,"CONV2D_1","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","unrolled_elementwise_kernel",0,2836363442,5760,2836356150,6877,no,675,1,1,64,1,1,float32,"<N:32, C:3, H:32, W:32>; <K:6, C:3, R:3, S:3>; <6>","","<N:32, K:6, P:30, Q:30>","void at::native::unrolled_elementwise_kernel<at::native::BinaryFunctor<float, float, float, at::native::AddFunctor<float>>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int, (bool)0>, OffsetCalculator<(int)1, unsigned int, (bool)0>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)"
0,"CONV2D_1","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","volta_cgemm_32x32_tn",0,2835882484,14560,2835876952,4629,no,1,1,544,64,1,1,float32,"<N:32, C:3, H:32, W:32>; <K:6, C:3, R:3, S:3>; <6>","","<N:32, K:6, P:30, Q:30>","volta_cgemm_32x32_tn"
0,"CONV2D_1","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","volta_gcgemm_32x32_nt",0,2836011571,15776,2836003960,4643,no,1,1,544,64,1,1,float32,"<N:32, C:3, H:32, W:32>; <K:6, C:3, R:3, S:3>; <6>","","<N:32, K:6, P:30, Q:30>","volta_gcgemm_32x32_nt"
0,"CONV2D_1","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","volta_scudnn_128x64_relu_interior_nn_v1",0,2835634357,30112,2835628972,4244,no,225,1,1,128,1,1,float32,"<N:32, C:3, H:32, W:32>; <K:6, C:3, R:3, S:3>; <6>","","<N:32, K:6, P:30, Q:30>","volta_scudnn_128x64_relu_interior_nn_v1"
0,"CONV2D_1","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1",0,2836098771,43712,2836093573,4151,no,32,4,2,256,1,1,float32,"<N:32, C:3, H:32, W:32>; <K:6, C:3, R:3, S:3>; <6>","","<N:32, K:6, P:30, Q:30>","volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1"
0,"CONV2D_1","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","winogradForwardData4x4",0,2836171635,5152,2836165687,4923,no,8,3,1,256,1,1,float32,"<N:32, C:3, H:32, W:32>; <K:6, C:3, R:3, S:3>; <6>","","<N:32, K:6, P:30, Q:30>","void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
0,"CONV2D_1","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","winogradForwardFilter4x4",0,2836177427,2560,2836171031,2967,no,1,1,1,32,8,1,float32,"<N:32, C:3, H:32, W:32>; <K:6, C:3, R:3, S:3>; <6>","","<N:32, K:6, P:30, Q:30>","void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
0,"CONV2D_1","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","winogradForwardOutput4x4",0,2836198579,5856,2836181995,2960,no,8,6,1,256,1,1,float32,"<N:32, C:3, H:32, W:32>; <K:6, C:3, R:3, S:3>; <6>","","<N:32, K:6, P:30, Q:30>","void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
0,"MAX_POOL2D_1","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl/Conv2d::forward/max_pool2d",fprop,"max_pool2d","max_pool_forward_nchw",0,2837306799,4320,2837297829,8880,no,169,1,1,256,1,1,float32,"<32, 6, 30, 30>","","","void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)"
0,"CONV2D_2","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl[2]/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","computeOffsetsKernel",0,2837754062,1920,2837748453,4521,no,1,1,1,128,1,1,float32,"<N:32, C:6, H:15, W:15>; <K:16, C:6, R:5, S:5>; <16>","","<N:32, K:16, P:11, Q:11>","cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams)"
0,"CONV2D_2","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl[2]/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","compute_gemm_pointers",0,2837916237,1856,2837911534,2857,no,144,1,1,1,1,1,float32,"<N:32, C:6, H:15, W:15>; <K:16, C:6, R:5, S:5>; <16>","","<N:32, K:16, P:11, Q:11>","compute_gemm_pointers(float2 **, const float2 *, int, const float2 *, int, const float2 *, int, int)"
0,"CONV2D_2","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl[2]/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","explicit_convolve_sgemm",0,2837825166,14944,2837805430,8518,no,121,1,1,8,8,1,float32,"<N:32, C:6, H:15, W:15>; <K:16, C:6, R:5, S:5>; <16>","","<N:32, K:16, P:11, Q:11>","void cudnn::detail::explicit_convolve_sgemm<float, int, (int)128, (int)5, (int)5, (int)3, (int)3, (int)3, (int)0, (bool)1>(int, int, int, const T1 *, int, const T1 *, int, T1 *, kernel_conv_params, int, int, float, float, int, T1 *, T1 *)"
0,"CONV2D_2","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl[2]/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","fft2d_c2r_16x16",0,2837928461,7232,2837920367,2961,no,32,1,1,256,1,1,float32,"<N:32, C:6, H:15, W:15>; <K:16, C:6, R:5, S:5>; <16>","","<N:32, K:16, P:11, Q:11>","void fft2d_c2r_16x16<float, (bool)0>(T1 *, float2 *, int, int, int, int, int, int, int, int, int, int, float, float, int, T1 *, T1 *)"
0,"CONV2D_2","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl[2]/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","fft2d_c2r_32x32",0,2838001837,13920,2837978946,3263,no,32,1,1,512,1,1,float32,"<N:32, C:6, H:15, W:15>; <K:16, C:6, R:5, S:5>; <16>","","<N:32, K:16, P:11, Q:11>","void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)1, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)"
0,"CONV2D_2","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl[2]/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","fft2d_r2c_16x16",0,2837905261,4096,2837900044,4295,no,1,16,1,256,1,1,float32,"<N:32, C:6, H:15, W:15>; <K:16, C:6, R:5, S:5>; <16>","","<N:32, K:16, P:11, Q:11>","void fft2d_r2c_16x16<float>(float2 *, const T1 *, int, int, int, int, int, int, int, int)"
0,"CONV2D_2","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl[2]/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","fft2d_r2c_16x16",0,2837909517,4320,2837904834,2859,no,1,32,1,256,1,1,float32,"<N:32, C:6, H:15, W:15>; <K:16, C:6, R:5, S:5>; <16>","","<N:32, K:16, P:11, Q:11>","void fft2d_r2c_16x16<float>(float2 *, const T1 *, int, int, int, int, int, int, int, int)"
0,"CONV2D_2","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl[2]/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","fft2d_r2c_32x32",0,2837968493,8704,2837963468,4464,no,6,1,1,512,1,1,float32,"<N:32, C:6, H:15, W:15>; <K:16, C:6, R:5, S:5>; <16>","","<N:32, K:16, P:11, Q:11>","void fft2d_r2c_32x32<float, (bool)0, (unsigned int)1, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)"
0,"CONV2D_2","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl[2]/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","fft2d_r2c_32x32",0,2837973933,10048,2837970053,2881,no,12,1,1,512,1,1,float32,"<N:32, C:6, H:15, W:15>; <K:16, C:6, R:5, S:5>; <16>","","<N:32, K:16, P:11, Q:11>","void fft2d_r2c_32x32<float, (bool)0, (unsigned int)1, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)"
0,"CONV2D_2","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl[2]/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","flip_filter",0,2837900461,1952,2837894814,4280,no,16,6,1,5,5,1,float32,"<N:32, C:6, H:15, W:15>; <K:16, C:6, R:5, S:5>; <16>","","<N:32, K:16, P:11, Q:11>","void flip_filter<float, float>(T2 *, const T1 *, int, int, int, int)"
0,"CONV2D_2","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl[2]/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","gemmSN_NN_kernel",0,2838092237,17599,2838083862,3486,no,2,4,169,128,1,1,float32,"<N:32, C:6, H:15, W:15>; <K:16, C:6, R:5, S:5>; <16>","","<N:32, K:16, P:11, Q:11>","void gemmSN_NN_kernel<float, (int)128, (int)2, (int)4, (int)8, (int)4, (int)4, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>>(cublasGemmSmallNParams<T8, T9, T1>)"
0,"CONV2D_2","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl[2]/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","im2col4d_kernel",0,2837802638,21951,2837797703,3823,no,8,1,1,512,1,1,float32,"<N:32, C:6, H:15, W:15>; <K:16, C:6, R:5, S:5>; <16>","","<N:32, K:16, P:11, Q:11>","void im2col4d_kernel<float, int>(im2col4d_params, cudnnConvolutionStruct, cudnnTensor4dStruct, const T1 *, T1 *, int)"
0,"CONV2D_2","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl[2]/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","implicit_convolve_sgemm",0,2837593198,17376,2837580558,12432,no,121,1,1,8,8,1,float32,"<N:32, C:6, H:15, W:15>; <K:16, C:6, R:5, S:5>; <16>","","<N:32, K:16, P:11, Q:11>","void cudnn::detail::implicit_convolve_sgemm<float, float, (int)1024, (int)5, (int)5, (int)3, (int)3, (int)3, (int)1, (bool)1, (bool)0, (bool)1>(int, int, int, const T1 *, int, T2 *, T1 *, kernel_conv_params, int, float, float, int, T2 *, T2 *, int, int)"
0,"CONV2D_2","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl[2]/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","implicit_convolve_sgemm",0,2837686126,17280,2837678754,6417,no,121,1,1,8,8,1,float32,"<N:32, C:6, H:15, W:15>; <K:16, C:6, R:5, S:5>; <16>","","<N:32, K:16, P:11, Q:11>","void cudnn::detail::implicit_convolve_sgemm<float, float, (int)1024, (int)5, (int)5, (int)3, (int)3, (int)3, (int)1, (bool)1, (bool)0, (bool)1>(int, int, int, const T1 *, int, T2 *, T1 *, kernel_conv_params, int, float, float, int, T2 *, T2 *, int, int)"
0,"CONV2D_2","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl[2]/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","implicit_convolve_sgemm",0,2838198348,18112,2838190374,6741,no,121,1,1,8,8,1,float32,"<N:32, C:6, H:15, W:15>; <K:16, C:6, R:5, S:5>; <16>","","<N:32, K:16, P:11, Q:11>","void cudnn::detail::implicit_convolve_sgemm<float, float, (int)1024, (int)5, (int)5, (int)3, (int)3, (int)3, (int)1, (bool)1, (bool)0, (bool)1>(int, int, int, const T1 *, int, T2 *, T1 *, kernel_conv_params, int, float, float, int, T2 *, T2 *, int, int)"
0,"CONV2D_2","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl[2]/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","unrolled_elementwise_kernel",0,2838226348,4256,2838220454,5058,no,242,1,1,64,1,1,float32,"<N:32, C:6, H:15, W:15>; <K:16, C:6, R:5, S:5>; <16>","","<N:32, K:16, P:11, Q:11>","void at::native::unrolled_elementwise_kernel<at::native::BinaryFunctor<float, float, float, at::native::AddFunctor<float>>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int, (bool)0>, OffsetCalculator<(int)1, unsigned int, (bool)0>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)"
0,"CONV2D_2","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl[2]/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","volta_cgemm_32x32_tn",0,2837921261,6496,2837916101,3321,no,1,1,144,64,1,1,float32,"<N:32, C:6, H:15, W:15>; <K:16, C:6, R:5, S:5>; <16>","","<N:32, K:16, P:11, Q:11>","volta_cgemm_32x32_tn"
0,"CONV2D_2","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl[2]/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","volta_gcgemm_32x32_nt",0,2837984557,16224,2837974981,2844,no,1,1,544,64,1,1,float32,"<N:32, C:6, H:15, W:15>; <K:16, C:6, R:5, S:5>; <16>","","<N:32, K:16, P:11, Q:11>","volta_gcgemm_32x32_nt"
0,"CONV2D_2","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl[2]/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","volta_scudnn_128x64_relu_interior_nn_v1",0,2837760174,21472,2837755288,3516,no,31,1,1,128,1,1,float32,"<N:32, C:6, H:15, W:15>; <K:16, C:6, R:5, S:5>; <16>","","<N:32, K:16, P:11, Q:11>","volta_scudnn_128x64_relu_interior_nn_v1"
0,"CONV2D_2","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl[2]/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","winogradForwardData9x9_5x5",0,2838078637,8672,2838073546,4609,no,4,6,1,936,1,1,float32,"<N:32, C:6, H:15, W:15>; <K:16, C:6, R:5, S:5>; <16>","","<N:32, K:16, P:11, Q:11>","void cudnn::winograd_nonfused::winogradForwardData9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
0,"CONV2D_2","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl[2]/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","winogradForwardFilter9x9_5x5",0,2838087885,3776,2838078834,3469,no,1,16,1,64,13,1,float32,"<N:32, C:6, H:15, W:15>; <K:16, C:6, R:5, S:5>; <16>","","<N:32, K:16, P:11, Q:11>","void cudnn::winograd_nonfused::winogradForwardFilter9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
0,"CONV2D_2","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl[2]/Conv2d::forward/Conv2d::_conv_forward/conv2d",fprop,"conv2d","winogradForwardOutput9x9_5x5",0,2838110476,11617,2838088118,2953,no,4,16,1,936,1,1,float32,"<N:32, C:6, H:15, W:15>; <K:16, C:6, R:5, S:5>; <16>","","<N:32, K:16, P:11, Q:11>","void cudnn::winograd_nonfused::winogradForwardOutput9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
0,"MAX_POOL2D_2","/module/dummy_network::_call_impl/dummy_network::forward/Conv2d::_call_impl[2]/Conv2d::forward/max_pool2d",fprop,"max_pool2d","max_pool_forward_nchw",0,2838782122,2976,2838773695,8037,no,50,1,1,256,1,1,float32,"<32, 16, 11, 11>","","","void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)"
0,"LINEAR_1","/module/dummy_network::_call_impl/dummy_network::forward/Linear::_call_impl[3]/Linear::forward/linear",fprop,"linear","splitKreduce_kernel",0,2839510120,2528,2839503558,4340,no,30,1,1,128,1,1,float32,"<N:32, K:400>; <M:120, K:400>; <120>","","<N:32, M:120>","void splitKreduce_kernel<float, float, float>(cublasSplitKParams<T3>, const T1 *, const T2 *, T2 *, const T3 *, const T3 *)"
